CourseCode;Name;StartDate;EndDate;Location;MaterialType;Description;MatCode;MainCategory;SubCategory1;SubCategory2
565745;PowerPoint-esitysten laatiminen;7.9.2018;7.9.2018;Online;;Tökkiikö esityksen teko?;True;Productivity;Sales and Marketing;Visualisation, Coceptualization and Presenting
565231;Excel jatkokurssi - Aineiston käsittely ja pivot-raportointi;30.10.2018;31.10.2018;Pasila;;Kurssin jälkeen hallitset Excel-taulukoiden käsittelyn monipuolisesti ja osaat toteuttaa entistä toimivampia sekä luotettavampia taulukoita. Sen lisäksi, että saat kurssilta mainioita ideoita ja työskentelyä helpottavia vinkkejä, opit myös mm. Luetteloaineiston muokkaaminen funktioiden avulla, taulukko-toiminnon monet hyödyt, tietojen yhdistelyn eri taulukoista ja vertailun sekä tietysti Pivot-taulukot ja -kaaviot.;True;Productivity;Business Applications;Spreadsheets and Reporting
565232;Excel jatkokurssi - Aineiston käsittely ja pivot-raportointi;30.10.2018;31.10.2018;Online;;Kurssin jälkeen hallitset Excel-taulukoiden käsittelyn monipuolisesti ja osaat toteuttaa entistä toimivampia sekä luotettavampia taulukoita. Sen lisäksi, että saat kurssilta mainioita ideoita ja työskentelyä helpottavia vinkkejä, opit myös mm. Luetteloaineiston muokkaaminen funktioiden avulla, taulukko-toiminnon monet hyödyt, tietojen yhdistelyn eri taulukoista ja vertailun sekä tietysti Pivot-taulukot ja -kaaviot.;True;Productivity;Business Applications;Spreadsheets and Reporting
566912;Excel jatkokurssi - Aineiston käsittely ja pivot-raportointi;23.4.2019;24.4.2019;Pasila;;Kurssin jälkeen hallitset Excel-taulukoiden käsittelyn monipuolisesti ja osaat toteuttaa entistä toimivampia sekä luotettavampia taulukoita. Sen lisäksi, että saat kurssilta mainioita ideoita ja työskentelyä helpottavia vinkkejä, opit myös mm. Luetteloaineiston muokkaaminen funktioiden avulla, taulukko-toiminnon monet hyödyt, tietojen yhdistelyn eri taulukoista ja vertailun sekä tietysti Pivot-taulukot ja -kaaviot.;True;Productivity;Business Applications;Spreadsheets and Reporting
566913;Excel jatkokurssi - Aineiston käsittely ja pivot-raportointi;23.4.2019;24.4.2019;Online;;Kurssin jälkeen hallitset Excel-taulukoiden käsittelyn monipuolisesti ja osaat toteuttaa entistä toimivampia sekä luotettavampia taulukoita. Sen lisäksi, että saat kurssilta mainioita ideoita ja työskentelyä helpottavia vinkkejä, opit myös mm. Luetteloaineiston muokkaaminen funktioiden avulla, taulukko-toiminnon monet hyödyt, tietojen yhdistelyn eri taulukoista ja vertailun sekä tietysti Pivot-taulukot ja -kaaviot.;True;Productivity;Business Applications;Spreadsheets and Reporting
565244;Excel peruskurssi;25.10.2018;26.10.2018;Online;PDF;Tule oppimaan työtapoja, jotka eivät ole salaisuuksia, ja valjasta Excel henkilökohtaiseksi palvelijaksesi. Sen lisäksi, että osaat kurssin jälkeen työskennellä Excelillä sujuvasti, osaat myös luoda toimivia Excel-työkirjoja, laatia kaavoja, muotoilla ja tulostaa taulukoita, esittää luvut visuaalisina kaavioina, ja paljon muuta.;True;Productivity;Business Applications;Spreadsheets and Reporting
565243;Excel peruskurssi;25.10.2018;26.10.2018;Pasila;PDF;Tule oppimaan työtapoja, jotka eivät ole salaisuuksia, ja valjasta Excel henkilökohtaiseksi palvelijaksesi. Sen lisäksi, että osaat kurssin jälkeen työskennellä Excelillä sujuvasti, osaat myös luoda toimivia Excel-työkirjoja, laatia kaavoja, muotoilla ja tulostaa taulukoita, esittää luvut visuaalisina kaavioina, ja paljon muuta.;True;Productivity;Business Applications;Spreadsheets and Reporting
566918;Excel peruskurssi;12.2.2019;13.2.2019;Pasila;PDF;Tule oppimaan työtapoja, jotka eivät ole salaisuuksia, ja valjasta Excel henkilökohtaiseksi palvelijaksesi. Sen lisäksi, että osaat kurssin jälkeen työskennellä Excelillä sujuvasti, osaat myös luoda toimivia Excel-työkirjoja, laatia kaavoja, muotoilla ja tulostaa taulukoita, esittää luvut visuaalisina kaavioina, ja paljon muuta.;True;Productivity;Business Applications;Spreadsheets and Reporting
566919;Excel peruskurssi;12.2.2019;13.2.2019;Online;PDF;Tule oppimaan työtapoja, jotka eivät ole salaisuuksia, ja valjasta Excel henkilökohtaiseksi palvelijaksesi. Sen lisäksi, että osaat kurssin jälkeen työskennellä Excelillä sujuvasti, osaat myös luoda toimivia Excel-työkirjoja, laatia kaavoja, muotoilla ja tulostaa taulukoita, esittää luvut visuaalisina kaavioina, ja paljon muuta.;True;Productivity;Business Applications;Spreadsheets and Reporting
565797;Excel Pro;7.9.2018;5.10.2018;Pasila;;Osaat jo Excelistä keskimääräistä enemmän, mutta haluat osata "kaiken". Tämä viiden viikon koulutus nostaa sinut pro-tasolle. Viisi lähipäivää, joihin voit osallistua myös online, Sovelto Space -työskentelytila, jossa pääset oppimaan tehokkaasti muiden osallistujien kanssa ja Sovelto Channel, josta löydät lisää asiaa ja osaamista koulutuksen ajan.&nbsp;;True;Productivity;Business Applications;Spreadsheets and Reporting
565798;Excel Pro;7.9.2018;5.10.2018;Online;;Osaat jo Excelistä keskimääräistä enemmän, mutta haluat osata "kaiken". Tämä viiden viikon koulutus nostaa sinut pro-tasolle. Viisi lähipäivää, joihin voit osallistua myös online, Sovelto Space -työskentelytila, jossa pääset oppimaan tehokkaasti muiden osallistujien kanssa ja Sovelto Channel, josta löydät lisää asiaa ja osaamista koulutuksen ajan.&nbsp;;True;Productivity;Business Applications;Spreadsheets and Reporting
565366;SharePoint sisällöntuottajalle;23.10.2018;24.10.2018;Pasila;PDF;Kun haluat päivittää sisällöntuotanto-osaamistasi tai SharePoint on ihan uusi tuttavuus sinulle, tule mukaan kaksipäiväiselle kurssille. Opit  kaiken olennaisen, mitä sinun sisällöntuottajana tai sivuston omistajana tulee tietää. Me haluamme olla mukana auttamassa sinua luomaan kaikkien aikojen hienointa SharePoint-sivuston sisältöä.;True;Productivity;Business Applications;SharePoint
565367;SharePoint sisällöntuottajalle;23.10.2018;24.10.2018;Online;PDF;Kun haluat päivittää sisällöntuotanto-osaamistasi tai SharePoint on ihan uusi tuttavuus sinulle, tule mukaan kaksipäiväiselle kurssille. Opit  kaiken olennaisen, mitä sinun sisällöntuottajana tai sivuston omistajana tulee tietää. Me haluamme olla mukana auttamassa sinua luomaan kaikkien aikojen hienointa SharePoint-sivuston sisältöä.;True;Productivity;Business Applications;SharePoint
567016;SharePoint sisällöntuottajalle;7.3.2019;8.3.2019;Pasila;PDF;Kun haluat päivittää sisällöntuotanto-osaamistasi tai SharePoint on ihan uusi tuttavuus sinulle, tule mukaan kaksipäiväiselle kurssille. Opit  kaiken olennaisen, mitä sinun sisällöntuottajana tai sivuston omistajana tulee tietää. Me haluamme olla mukana auttamassa sinua luomaan kaikkien aikojen hienointa SharePoint-sivuston sisältöä.;False;Productivity;Business Applications;SharePoint
567017;SharePoint sisällöntuottajalle;7.3.2019;8.3.2019;Online;PDF;Kun haluat päivittää sisällöntuotanto-osaamistasi tai SharePoint on ihan uusi tuttavuus sinulle, tule mukaan kaksipäiväiselle kurssille. Opit  kaiken olennaisen, mitä sinun sisällöntuottajana tai sivuston omistajana tulee tietää. Me haluamme olla mukana auttamassa sinua luomaan kaikkien aikojen hienointa SharePoint-sivuston sisältöä.;False;Productivity;Business Applications;SharePoint
566554;SharePoint-leiri;14.1.2019;18.1.2019;Online;PDF;Haluatko osata SharePointin kokonaisvaltaisesti? Nyt sinulla on mahdollisuus saada kaikki tarvittava tieto yhdessä viikossa!;True;Productivity;Business Applications;SharePoint
566553;SharePoint-leiri;14.1.2019;18.1.2019;Pasila;PDF;Haluatko osata SharePointin kokonaisvaltaisesti? Nyt sinulla on mahdollisuus saada kaikki tarvittava tieto yhdessä viikossa!;True;Productivity;Business Applications;SharePoint
566470;SharePoint dokumentinhallintajärjestelmänä;27.11.2018;28.11.2018;Pasila;PDF;Hallitaanko teillä dokumentteja vai hallitsevatko dokumentit teitä? SharePointia käytetään paljon dokumentinhallintaan, mutta kuitenkaan kaikkia sen tarjoamia mahdollisuuksia ei kunnolla tunneta. Tästä syystä kokosimme kaiken olennaisen tiedon SharePointin dokumentinhallintaominaisuuksista tiiviiksi kahden päivän tietopaketiksi.;True;Productivity;Business Applications;SharePoint
566471;SharePoint dokumentinhallintajärjestelmänä;27.11.2018;28.11.2018;Online;PDF;Hallitaanko teillä dokumentteja vai hallitsevatko dokumentit teitä? SharePointia käytetään paljon dokumentinhallintaan, mutta kuitenkaan kaikkia sen tarjoamia mahdollisuuksia ei kunnolla tunneta. Tästä syystä kokosimme kaiken olennaisen tiedon SharePointin dokumentinhallintaominaisuuksista tiiviiksi kahden päivän tietopaketiksi.;True;Productivity;Business Applications;SharePoint
566631;SharePoint dokumentinhallintajärjestelmänä;18.12.2018;19.12.2018;Pasila;PDF;Hallitaanko teillä dokumentteja vai hallitsevatko dokumentit teitä? SharePointia käytetään paljon dokumentinhallintaan, mutta kuitenkaan kaikkia sen tarjoamia mahdollisuuksia ei kunnolla tunneta. Tästä syystä kokosimme kaiken olennaisen tiedon SharePointin dokumentinhallintaominaisuuksista tiiviiksi kahden päivän tietopaketiksi.;True;Productivity;Business Applications;SharePoint
566632;SharePoint dokumentinhallintajärjestelmänä;18.12.2018;19.12.2018;Online;PDF;Hallitaanko teillä dokumentteja vai hallitsevatko dokumentit teitä? SharePointia käytetään paljon dokumentinhallintaan, mutta kuitenkaan kaikkia sen tarjoamia mahdollisuuksia ei kunnolla tunneta. Tästä syystä kokosimme kaiken olennaisen tiedon SharePointin dokumentinhallintaominaisuuksista tiiviiksi kahden päivän tietopaketiksi.;True;Productivity;Business Applications;SharePoint
567011;SharePoint dokumentinhallintajärjestelmänä;28.1.2019;29.1.2019;Pasila;PDF;Hallitaanko teillä dokumentteja vai hallitsevatko dokumentit teitä? SharePointia käytetään paljon dokumentinhallintaan, mutta kuitenkaan kaikkia sen tarjoamia mahdollisuuksia ei kunnolla tunneta. Tästä syystä kokosimme kaiken olennaisen tiedon SharePointin dokumentinhallintaominaisuuksista tiiviiksi kahden päivän tietopaketiksi.;True;Productivity;Business Applications;SharePoint
567013;SharePoint dokumentinhallintajärjestelmänä;28.1.2019;29.1.2019;Online;PDF;Hallitaanko teillä dokumentteja vai hallitsevatko dokumentit teitä? SharePointia käytetään paljon dokumentinhallintaan, mutta kuitenkaan kaikkia sen tarjoamia mahdollisuuksia ei kunnolla tunneta. Tästä syystä kokosimme kaiken olennaisen tiedon SharePointin dokumentinhallintaominaisuuksista tiiviiksi kahden päivän tietopaketiksi.;True;Productivity;Business Applications;SharePoint
567014;SharePoint dokumentinhallintajärjestelmänä;30.5.2019;31.5.2019;Pasila;PDF;Hallitaanko teillä dokumentteja vai hallitsevatko dokumentit teitä? SharePointia käytetään paljon dokumentinhallintaan, mutta kuitenkaan kaikkia sen tarjoamia mahdollisuuksia ei kunnolla tunneta. Tästä syystä kokosimme kaiken olennaisen tiedon SharePointin dokumentinhallintaominaisuuksista tiiviiksi kahden päivän tietopaketiksi.;True;Productivity;Business Applications;SharePoint
567015;SharePoint dokumentinhallintajärjestelmänä;30.5.2019;31.5.2019;Online;PDF;Hallitaanko teillä dokumentteja vai hallitsevatko dokumentit teitä? SharePointia käytetään paljon dokumentinhallintaan, mutta kuitenkaan kaikkia sen tarjoamia mahdollisuuksia ei kunnolla tunneta. Tästä syystä kokosimme kaiken olennaisen tiedon SharePointin dokumentinhallintaominaisuuksista tiiviiksi kahden päivän tietopaketiksi.;True;Productivity;Business Applications;SharePoint
566154;SharePoint sivustojen pääkäyttäjälle;6.9.2018;7.9.2018;Pasila;PDF;Tuntuuko, että SharePoint-sivuston ulkonäössä ja toiminnassa on jotain mikä ei ole ihan itsestään selvää? Haluaisitko osata sivuston ylläpidon niin, että tuntisit kaiken olevan hallinnassasi ja sivuston tottelevan sinua? Ilmoittaudu seuraavalle kurssille ja koe miten mukavalta tuntuu kun hallitset SharePointin sivustojen ylläpidon.;True;Productivity;Business Applications;SharePoint
566155;SharePoint sivustojen pääkäyttäjälle;6.9.2018;7.9.2018;Online;PDF;Tuntuuko, että SharePoint-sivuston ulkonäössä ja toiminnassa on jotain mikä ei ole ihan itsestään selvää? Haluaisitko osata sivuston ylläpidon niin, että tuntisit kaiken olevan hallinnassasi ja sivuston tottelevan sinua? Ilmoittaudu seuraavalle kurssille ja koe miten mukavalta tuntuu kun hallitset SharePointin sivustojen ylläpidon.;True;Productivity;Business Applications;SharePoint
566231;SharePoint sivustojen pääkäyttäjälle;29.10.2018;30.10.2018;Pasila;PDF;Tuntuuko, että SharePoint-sivuston ulkonäössä ja toiminnassa on jotain mikä ei ole ihan itsestään selvää? Haluaisitko osata sivuston ylläpidon niin, että tuntisit kaiken olevan hallinnassasi ja sivuston tottelevan sinua? Ilmoittaudu seuraavalle kurssille ja koe miten mukavalta tuntuu kun hallitset SharePointin sivustojen ylläpidon.;True;Productivity;Business Applications;SharePoint
566232;SharePoint sivustojen pääkäyttäjälle;29.10.2018;30.10.2018;Online;PDF;Tuntuuko, että SharePoint-sivuston ulkonäössä ja toiminnassa on jotain mikä ei ole ihan itsestään selvää? Haluaisitko osata sivuston ylläpidon niin, että tuntisit kaiken olevan hallinnassasi ja sivuston tottelevan sinua? Ilmoittaudu seuraavalle kurssille ja koe miten mukavalta tuntuu kun hallitset SharePointin sivustojen ylläpidon.;True;Productivity;Business Applications;SharePoint
566629;SharePoint sivustojen pääkäyttäjälle;27.11.2018;28.11.2018;Pasila;PDF;Tuntuuko, että SharePoint-sivuston ulkonäössä ja toiminnassa on jotain mikä ei ole ihan itsestään selvää? Haluaisitko osata sivuston ylläpidon niin, että tuntisit kaiken olevan hallinnassasi ja sivuston tottelevan sinua? Ilmoittaudu seuraavalle kurssille ja koe miten mukavalta tuntuu kun hallitset SharePointin sivustojen ylläpidon.;True;Productivity;Business Applications;SharePoint
566630;SharePoint sivustojen pääkäyttäjälle;27.11.2018;28.11.2018;Online;PDF;Tuntuuko, että SharePoint-sivuston ulkonäössä ja toiminnassa on jotain mikä ei ole ihan itsestään selvää? Haluaisitko osata sivuston ylläpidon niin, että tuntisit kaiken olevan hallinnassasi ja sivuston tottelevan sinua? Ilmoittaudu seuraavalle kurssille ja koe miten mukavalta tuntuu kun hallitset SharePointin sivustojen ylläpidon.;True;Productivity;Business Applications;SharePoint
567018;SharePoint sivustojen pääkäyttäjälle;25.3.2019;26.3.2019;Pasila;PDF;Tuntuuko, että SharePoint-sivuston ulkonäössä ja toiminnassa on jotain mikä ei ole ihan itsestään selvää? Haluaisitko osata sivuston ylläpidon niin, että tuntisit kaiken olevan hallinnassasi ja sivuston tottelevan sinua? Ilmoittaudu seuraavalle kurssille ja koe miten mukavalta tuntuu kun hallitset SharePointin sivustojen ylläpidon.;True;Productivity;Business Applications;SharePoint
567019;SharePoint sivustojen pääkäyttäjälle;25.3.2019;26.3.2019;Online;PDF;Tuntuuko, että SharePoint-sivuston ulkonäössä ja toiminnassa on jotain mikä ei ole ihan itsestään selvää? Haluaisitko osata sivuston ylläpidon niin, että tuntisit kaiken olevan hallinnassasi ja sivuston tottelevan sinua? Ilmoittaudu seuraavalle kurssille ja koe miten mukavalta tuntuu kun hallitset SharePointin sivustojen ylläpidon.;True;Productivity;Business Applications;SharePoint
565489;IPMA D sertifiointivalmennus;15.10.2018;16.10.2018;Pasila;Kirja tai muu tuloste;Oletko miettinyt koskaan, miten saisit arvostuksesi ja osaamisesi nousuun projektiryhmän jäsenenä? Nyt sinulla on mahdollisuus tähän.;True;Leadership;Project Management
565487;IPMA C sertifiointivalmennus;29.10.2018;31.10.2018;Pasila;Kirja tai muu tuloste;Ymmärrät kuinka projekteja hallitaan tehokkaasti ja onnistuneesti. Pääset eroon sirpaleista ja näet kokonaisuuden kirkkaana edessäsi.;True;Leadership;Project Management
566683;Scrum Product Owner;15.11.2018;16.11.2018;Online;PDF;Scrum on yksinkertainen, mutta samalla erittäin haastava hallita täysin. Mikäli tuoteomistaja epäonnistuu, epäonnistuu myös Scrum-projekti. Tällä kurssilla opit, kuinka toimit onnistuneesti tuoteomistajana Scrum-projektissa.;True;Technology;Software Development;Agile
565556;Scrum Product Owner;15.11.2018;16.11.2018;Pasila;PDF;Scrum on yksinkertainen, mutta samalla erittäin haastava hallita täysin. Mikäli tuoteomistaja epäonnistuu, epäonnistuu myös Scrum-projekti. Tällä kurssilla opit, kuinka toimit onnistuneesti tuoteomistajana Scrum-projektissa.;True;Technology;Software Development;Agile
566694;Scrum Product Owner;15.11.2018;16.11.2018;Pasila;PDF;Scrum on yksinkertainen, mutta samalla erittäin haastava hallita täysin. Mikäli tuoteomistaja epäonnistuu, epäonnistuu myös Scrum-projekti. Tällä kurssilla opit, kuinka toimit onnistuneesti tuoteomistajana Scrum-projektissa.;True;Technology;Software Development;Agile
